,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,gender
32815,2,2,1,2,1,2,2,1,3,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,3,2,2,2,1,2,2,2,2,1,2,2,1,2,2
32816,2,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2
32817,3,4,2,2,3,1,1,3,2,1,2,3,2,2,2,3,1,1,1,2,1,1,1,4,2,3,1,2,1,2,1,4,3,2,1,3,2,1,1,1,2,4,2
32818,3,1,2,3,2,2,2,2,4,3,3,3,3,4,1,3,4,1,2,1,2,3,4,2,3,3,2,2,2,2,2,2,3,3,3,4,2,2,3,4,3,4,1
32819,4,1,3,1,2,3,3,3,4,4,4,2,4,3,1,4,4,2,1,4,4,3,4,4,2,4,3,2,4,3,2,2,3,4,2,4,4,4,4,4,2,2,2
32820,4,4,2,2,4,4,4,3,4,2,4,4,4,4,2,2,3,4,4,4,3,2,2,4,2,4,3,4,4,2,3,3,3,2,4,3,1,1,2,4,3,4,2
32821,3,1,3,3,3,2,2,2,3,4,2,2,4,3,1,2,3,1,1,2,3,4,1,3,4,4,2,3,3,2,3,2,2,4,2,2,2,4,2,3,2,3,1
32822,4,4,2,1,4,4,3,4,4,2,4,4,3,4,4,2,4,4,1,4,4,3,1,3,1,4,4,4,4,4,3,2,4,4,4,3,2,4,4,4,3,3,2
32823,3,2,2,2,2,1,3,2,2,4,2,1,3,4,1,4,4,3,1,3,4,2,1,2,1,4,4,2,2,3,3,3,2,3,2,3,4,3,3,2,1,2,2
32824,4,4,3,1,2,4,3,3,4,2,4,4,4,1,1,2,4,4,4,4,4,4,1,2,2,4,3,2,4,4,2,2,2,4,2,3,3,2,2,4,3,2,2
32825,4,4,2,4,2,2,3,4,4,4,4,4,4,2,1,2,4,3,1,4,2,3,1,4,4,2,2,2,4,4,2,3,3,4,2,3,2,1,4,2,4,2,2
32826,3,3,2,3,3,2,2,4,3,3,4,3,4,3,3,3,3,3,2,3,3,2,1,3,3,3,3,2,3,3,3,2,3,3,2,2,2,2,3,3,3,3,2
32827,3,2,3,2,2,3,2,4,3,3,4,4,4,3,2,3,3,3,1,3,3,3,1,4,3,3,3,2,3,3,4,4,4,3,3,3,4,4,4,2,3,3,3
32828,3,1,4,2,4,4,2,3,4,4,4,4,4,4,1,4,3,1,4,1,3,2,1,4,2,2,4,4,3,4,3,4,2,3,3,4,4,4,2,4,3,4,2
32829,4,2,4,3,2,2,2,2,4,4,4,3,2,4,4,4,4,4,4,2,4,4,1,4,2,4,4,1,4,4,4,2,2,4,2,3,4,4,4,2,3,4,2
32830,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,2
32831,3,3,4,2,3,3,1,2,4,4,3,3,2,2,1,3,4,2,3,2,3,2,1,3,1,3,4,2,3,3,2,2,4,3,2,4,2,2,2,4,1,4,2
32832,3,2,2,1,2,3,1,2,2,1,3,2,2,3,1,2,3,3,1,1,2,1,1,2,3,2,2,1,1,2,2,3,1,2,2,1,2,2,2,1,1,3,1
32833,3,1,2,1,3,3,1,3,3,3,4,2,4,3,1,3,3,1,1,4,3,3,2,3,1,3,3,4,4,4,4,4,2,4,4,4,3,3,4,3,1,4,2
32834,1,3,3,1,2,2,1,4,2,1,2,2,2,2,1,1,4,2,1,1,2,4,1,1,2,2,2,1,3,1,2,2,2,3,2,2,2,1,1,4,3,2,1
32835,1,1,2,1,2,2,2,2,4,1,2,3,2,3,1,1,2,2,4,1,2,1,1,1,1,2,2,2,1,2,1,2,3,1,2,1,2,1,3,4,1,2,2
32836,4,3,4,3,3,2,2,2,1,4,4,1,4,1,1,4,4,3,1,2,4,4,1,4,1,4,3,1,4,2,3,1,2,4,2,4,3,3,4,2,1,3,2
32837,3,4,3,1,1,1,1,3,2,4,3,1,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,4,3,4,3,4,3,4,1,3,2
32838,3,2,3,3,3,3,3,2,3,2,3,3,3,4,2,3,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,4,4,3,3,1,3,2
32839,2,1,1,1,1,1,1,1,3,3,2,1,2,4,1,2,1,1,2,2,1,2,2,2,2,1,3,3,2,2,1,3,1,1,1,1,1,1,3,1,1,2,1
32840,3,2,2,1,3,3,2,3,3,3,3,3,3,2,3,3,3,3,1,3,1,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,2
32841,2,4,4,2,3,3,2,2,2,3,3,2,4,4,1,4,4,1,2,2,4,3,1,3,1,4,3,1,3,1,3,2,1,4,3,2,3,4,4,2,4,3,2
32842,2,1,4,2,4,3,1,3,2,4,3,1,3,4,1,4,4,2,1,1,4,4,1,4,1,4,3,2,4,1,4,2,2,4,4,4,4,4,3,1,1,2,2
32843,4,1,2,1,2,3,4,3,3,3,4,3,3,4,2,3,4,2,4,3,4,2,1,2,4,3,3,3,3,2,3,3,4,3,2,3,4,4,3,4,4,2,2
32844,2,1,1,2,2,2,2,3,2,2,2,3,1,2,2,1,1,1,1,2,1,1,1,1,3,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,3,1
32845,2,1,3,3,4,1,3,3,4,4,3,4,3,4,2,4,3,2,2,4,3,3,1,4,3,4,2,3,3,4,4,4,2,3,3,4,3,3,2,4,4,3,2
32846,2,1,2,1,3,1,1,2,3,2,3,3,3,4,3,2,3,3,1,1,1,3,1,2,1,3,3,1,3,3,3,3,3,3,3,2,2,1,2,2,3,4,2
32847,4,1,2,1,2,4,1,2,4,1,4,4,1,1,2,1,4,4,1,4,2,4,1,4,1,2,2,2,2,4,1,1,4,1,1,4,1,4,4,1,1,2,1
32848,4,2,2,3,4,4,4,4,4,2,4,3,4,4,3,2,4,3,2,4,3,3,1,4,3,2,4,3,4,4,3,2,3,4,3,3,2,4,3,4,4,4,2
32849,2,4,2,1,4,4,4,3,4,3,2,4,4,4,2,4,4,4,4,2,4,3,1,4,2,4,2,4,4,2,3,3,4,3,3,4,3,4,4,1,4,2,2
32850,4,2,3,3,3,4,2,3,4,3,4,3,2,4,1,1,4,2,2,4,2,2,3,3,4,3,4,2,3,3,2,4,2,4,2,3,4,1,3,3,2,3,2
32851,4,3,3,3,4,4,3,4,4,4,4,3,4,4,2,3,4,4,4,4,4,2,2,4,3,4,4,2,4,4,3,4,4,4,3,4,4,3,4,4,2,4,3
32852,4,1,3,1,4,4,1,2,4,2,4,1,4,4,4,3,1,4,1,1,1,2,1,3,1,4,4,2,2,1,3,2,2,1,1,1,2,1,4,1,1,4,2
32853,3,1,3,3,2,2,4,4,4,2,2,3,4,3,4,3,4,4,4,3,2,3,2,2,4,2,4,4,2,3,3,2,3,3,2,4,2,2,4,3,4,3,2
32854,2,1,2,1,2,1,1,2,2,2,1,2,2,2,1,3,2,3,1,2,3,2,1,2,1,2,2,1,3,2,2,2,1,3,1,1,2,4,2,4,1,1,1
32855,4,2,1,1,1,4,1,2,2,2,4,2,3,1,1,2,3,3,2,2,2,1,1,3,2,3,4,3,4,2,2,2,2,3,2,2,2,2,4,1,1,2,2
32856,3,1,3,1,3,3,1,1,2,3,2,1,3,3,1,4,3,2,1,2,2,1,2,2,1,3,3,2,3,1,2,1,3,4,1,2,3,2,2,4,1,3,2
32857,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1
32858,3,2,1,1,3,3,2,4,4,3,3,2,2,3,1,2,4,4,1,2,1,4,1,2,1,3,3,3,3,2,1,2,1,3,2,1,3,3,3,3,1,2,2
32859,4,4,4,1,4,3,4,4,4,2,4,4,4,2,3,2,4,4,1,4,2,4,2,4,4,4,4,4,4,4,2,2,4,4,1,4,1,4,4,4,4,4,3
32860,1,1,2,1,1,3,1,2,2,3,3,3,2,3,1,1,1,1,1,1,1,3,1,2,1,3,2,1,1,1,3,2,1,1,2,3,3,1,2,3,1,2,1
32861,2,2,2,2,3,3,1,1,2,2,3,1,2,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1,2,3,2,1,2,2,1,1,3,3,1,3,1,3,2
32862,3,4,4,3,2,3,2,3,3,3,4,4,3,3,3,4,4,3,4,4,3,4,3,4,3,2,2,3,3,4,2,4,3,4,4,3,4,3,3,4,4,4,1
32863,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2
32864,2,2,2,1,1,2,1,3,3,2,2,3,2,3,1,1,2,2,1,3,1,3,1,1,2,3,2,2,2,3,2,2,3,2,2,2,2,1,3,2,2,1,1
32865,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,1,3,4,4,2,3,4,3,3,4,4,4,3,4,4,3,3,4,4,3,4,4,4,4,2
32866,3,2,3,1,2,3,2,2,3,3,2,3,2,3,2,3,3,3,2,2,3,3,2,2,2,3,3,2,3,2,2,3,2,3,3,2,3,3,2,2,2,3,2
32867,2,1,4,1,2,1,1,2,2,3,3,1,3,1,2,3,3,3,1,2,3,2,1,4,1,3,2,1,3,3,4,3,1,3,2,1,3,3,1,3,1,3,1
32868,3,2,2,2,3,2,2,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2
32869,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,2,3,2
32870,3,2,1,2,3,1,1,2,2,2,2,3,4,3,2,3,2,4,3,2,2,2,2,3,2,2,1,2,2,2,2,3,3,2,3,2,3,2,2,3,2,3,2
32871,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,3,3,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2
32872,3,3,4,3,4,4,2,3,4,3,4,4,4,2,4,4,4,4,4,4,4,3,2,4,3,4,2,4,4,4,3,4,4,4,2,4,4,4,3,3,3,4,2
32873,3,4,3,3,2,4,3,4,4,3,4,3,4,4,2,3,4,4,2,4,4,3,2,3,3,3,3,4,4,4,2,2,4,4,3,3,3,2,3,4,4,3,2
32874,4,2,2,4,3,4,3,3,4,3,4,3,4,4,2,4,4,2,2,4,4,3,2,2,4,3,3,3,4,4,2,4,3,4,4,3,4,3,3,4,4,4,2
32875,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,3,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2
32876,3,2,2,4,2,4,2,4,4,2,4,4,2,4,2,2,4,3,4,2,2,4,2,3,4,2,4,3,2,4,3,2,4,4,4,4,4,2,3,4,2,4,1
32877,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,2
32878,2,2,2,2,2,2,1,2,2,2,3,2,3,2,2,1,3,3,1,3,2,2,1,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,3,1,2,2
32879,2,3,1,3,1,2,2,1,2,1,1,3,1,3,3,2,1,3,2,2,1,1,2,1,1,2,1,3,2,1,2,1,3,1,1,1,1,1,2,3,3,1,2
32880,2,1,3,2,2,1,3,4,3,4,3,3,4,3,2,4,4,4,3,2,4,4,2,2,4,4,4,3,4,2,3,4,3,4,4,2,2,4,4,4,2,3,2
32881,3,2,2,3,2,4,2,2,4,2,4,2,3,4,3,4,2,3,2,1,4,3,1,3,4,2,4,3,2,2,1,2,1,3,3,4,2,3,2,1,2,3,1
32882,4,2,3,3,3,4,4,4,4,4,3,4,3,2,3,2,3,3,4,4,3,4,3,4,4,3,3,4,3,3,3,3,3,3,3,2,4,3,3,4,4,4,2
32883,4,1,2,1,4,1,1,4,1,4,4,2,4,4,1,2,4,4,1,1,4,4,2,2,1,4,4,1,4,1,2,2,1,4,1,1,4,4,4,1,1,2,2
32884,4,3,3,3,3,4,2,3,3,3,3,3,3,4,2,3,2,3,2,3,2,3,2,3,3,3,3,2,4,3,4,3,3,3,2,2,2,2,3,3,2,3,2
32885,2,1,2,2,4,3,2,2,3,2,3,3,4,4,1,3,4,3,4,4,3,1,1,2,3,2,3,3,3,4,3,4,4,3,2,4,4,3,3,4,4,4,2
32886,3,2,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2
32887,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,3,1
32888,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2
32889,1,1,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,3,3,1,1,3,2,2,2,1,3,2,2,1,3,2,2,1,1,2
32890,2,3,4,1,4,4,1,3,2,1,4,1,3,3,2,2,4,3,1,3,4,3,1,1,1,1,1,1,3,1,2,1,3,3,1,3,4,4,2,1,2,1,2
32891,3,1,2,3,2,3,3,2,3,3,3,2,2,2,1,2,3,2,1,2,3,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2
32892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
32893,2,3,3,2,2,2,2,2,1,2,2,2,3,1,2,2,2,4,2,2,2,2,1,2,2,2,3,4,2,2,3,2,2,2,2,2,2,2,2,2,1,3,2
32894,2,3,3,4,4,2,3,4,4,4,2,4,4,3,2,4,4,2,3,4,3,3,3,4,4,4,3,3,2,2,3,2,4,4,3,4,4,4,4,2,4,4,2
32895,3,3,2,4,3,3,1,3,3,1,4,3,4,3,1,4,3,3,1,3,3,2,3,4,3,3,3,4,3,3,4,3,3,4,3,3,1,1,3,3,3,3,2
32896,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,2
32897,2,2,2,4,3,1,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,1,3,2,4,2,3,2,2,2,1,3,3,1,2,3,3,2,3,4,4,2
32898,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,4,2,2,4,2,4,2,2,2,2,2,2,2,4,2,2,1
32899,4,4,4,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,1,4,2
32900,3,2,4,1,2,2,2,2,2,2,4,4,2,2,2,4,4,3,2,1,2,2,1,2,2,1,2,1,2,4,2,4,2,4,2,2,4,2,2,4,1,4,2
32901,3,3,2,1,2,3,2,3,4,2,3,3,3,2,3,3,1,3,1,4,2,3,2,3,2,3,2,3,4,4,4,3,3,1,2,3,1,1,2,2,2,3,2
32902,3,2,2,1,4,1,1,3,4,3,4,2,4,2,1,4,4,2,1,2,4,2,2,3,1,3,3,2,4,4,3,1,2,4,3,3,3,4,4,2,1,3,2
32903,2,2,4,2,3,2,4,4,2,2,2,2,3,3,4,3,4,3,2,4,4,2,1,3,2,3,2,2,3,1,2,4,4,4,2,2,2,4,4,4,4,2,2
32904,2,2,4,1,3,1,3,4,3,2,4,3,3,3,1,1,4,1,2,2,1,3,2,3,1,2,1,1,1,4,3,2,4,4,1,2,3,1,3,1,1,1,2
32905,2,4,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,2,3,2,2,2,2,2,2,2,2,3,2
32906,2,3,2,4,3,1,1,3,2,4,4,3,4,2,2,4,3,2,3,4,4,4,3,2,2,3,4,4,3,3,2,3,3,4,3,4,4,4,4,4,3,3,1
32907,2,1,3,4,2,2,2,4,3,2,4,4,2,4,2,2,2,1,2,4,3,4,3,4,3,2,4,3,4,4,2,4,4,3,2,2,1,1,4,3,3,4,2
32908,4,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,4,4,3,4,2,3,4,4,4,4,2,4,2
32909,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,2
32910,2,3,2,2,2,1,2,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
32911,3,3,2,1,1,2,1,2,4,2,3,2,2,4,2,3,2,3,4,2,1,2,1,4,1,3,2,2,4,4,1,2,2,1,1,1,1,2,2,4,1,2,2
32912,3,3,3,3,3,3,2,4,4,4,3,3,3,4,3,3,4,2,4,4,4,3,1,3,4,3,3,2,4,4,3,4,4,4,4,3,3,4,3,4,3,4,2
32913,3,2,2,2,1,4,1,3,2,2,3,2,4,4,1,2,3,4,1,2,3,3,1,2,1,2,2,2,4,2,2,2,2,3,3,2,2,3,2,3,2,1,2
32914,2,1,2,1,2,1,1,3,2,2,2,1,2,2,1,2,4,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2
32915,1,4,2,2,1,4,2,2,2,2,2,2,2,4,2,2,1,4,3,3,1,1,1,2,2,3,2,2,2,2,1,4,2,1,1,2,1,1,2,3,2,2,2
32916,3,1,1,1,1,2,2,4,1,2,4,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,3,1,1,3,1,1,1,4,1,2,2,1
32917,4,4,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,2
32918,2,2,1,2,1,1,1,2,2,1,2,1,1,3,2,3,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2
32919,2,2,3,2,1,2,1,2,2,2,2,1,2,4,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,3,1
32920,2,2,1,2,1,3,1,2,3,2,4,3,4,1,3,1,1,3,1,1,1,2,2,3,3,2,3,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1
32921,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2
32922,2,3,1,1,2,2,1,1,3,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1
32923,3,3,2,2,3,4,2,3,4,4,3,3,4,4,1,4,4,3,1,3,4,3,1,2,3,4,4,3,4,4,3,4,3,4,4,3,4,4,1,4,2,2,2
32924,4,1,4,3,3,4,4,4,4,4,3,4,4,4,2,4,4,3,3,4,1,2,2,2,2,2,4,3,4,4,4,4,4,1,1,4,3,4,1,4,4,1,2
32925,4,3,4,1,4,2,1,2,4,3,4,3,4,2,3,3,4,3,2,4,3,2,2,2,2,4,4,3,3,3,4,3,3,4,3,3,4,4,2,3,2,3,2
32926,4,2,2,3,3,2,1,2,4,1,2,3,1,4,1,2,4,2,3,3,1,2,1,2,4,3,2,2,4,3,1,2,2,3,2,2,1,2,3,4,3,4,2
32927,4,2,1,1,1,2,1,1,2,2,3,1,3,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,1,2,1,2,2,4,2,2,2
32928,4,1,4,4,2,4,4,4,4,1,4,4,4,4,1,2,4,3,4,4,4,3,2,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,2
32929,3,2,4,1,3,4,3,4,4,3,4,4,2,4,3,4,1,1,1,2,2,4,1,3,2,2,3,3,4,4,4,4,3,2,4,2,2,1,4,4,3,4,2
32930,3,3,2,1,2,1,2,2,3,2,4,2,4,3,2,2,1,4,2,2,1,1,2,2,3,3,1,1,2,3,2,2,3,1,2,2,1,1,3,2,2,2,2
32931,3,4,3,2,4,2,4,4,3,4,4,3,3,3,3,4,4,2,2,2,3,4,4,3,2,4,4,4,4,3,4,4,3,4,4,3,3,4,3,3,3,4,2
32932,2,1,2,1,3,1,1,1,3,3,3,1,4,2,1,2,4,4,1,1,4,3,1,3,1,4,1,1,2,1,2,2,1,4,1,1,2,4,2,2,1,3,1
32933,3,4,1,1,4,4,3,2,2,3,1,1,3,2,4,2,2,3,2,3,1,2,1,2,4,2,3,3,3,1,2,1,4,2,4,3,1,1,4,2,4,1,2
32934,3,1,2,3,2,4,2,3,3,1,3,3,2,3,1,1,3,3,2,4,2,2,2,1,3,2,3,4,4,4,2,2,3,4,2,4,1,1,4,4,3,2,2
32935,2,1,2,3,3,1,1,1,3,2,2,2,3,4,1,3,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,3,1,1,2,1,4,1,1,2,1,1,2
32936,3,3,4,1,3,4,1,4,2,2,4,2,4,2,1,3,2,1,1,2,4,2,2,3,1,2,4,3,2,2,3,2,2,2,2,4,4,2,4,3,1,3,2
32937,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2
32938,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,3,1,1,2,1,2,2,2
32939,2,1,2,2,2,2,2,1,2,2,2,2,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
32940,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2
32941,3,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2
32942,3,3,3,2,2,2,2,3,2,2,2,2,3,3,2,3,2,2,3,1,2,2,1,3,3,2,3,1,3,1,2,3,3,2,3,1,2,3,2,1,2,3,2
32943,4,4,3,2,2,4,2,3,2,3,4,3,4,4,2,3,4,3,2,3,4,4,2,3,3,4,4,4,4,3,3,3,3,4,3,4,3,4,3,3,2,1,2
32944,1,2,1,2,3,1,2,1,2,1,1,2,1,4,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,3,3,4,2,1,2,2,1,1,2,1,1,3,2
32945,4,2,4,4,4,4,4,3,2,4,4,3,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,2,4,2,2,4,3,4,3,4,4,4,3,4,2
32946,3,4,4,4,4,4,2,2,4,4,4,4,4,4,2,4,4,3,1,4,4,2,1,2,4,4,2,4,4,4,3,4,3,4,2,4,4,4,3,4,2,2,2
32947,4,4,1,4,2,2,1,4,4,3,3,3,4,4,2,2,2,3,2,4,4,4,4,2,4,4,4,3,3,1,2,4,4,4,4,1,4,4,3,2,1,3,2
32948,3,1,3,2,4,3,2,2,3,4,2,2,4,2,1,4,4,1,1,1,4,2,1,3,1,4,3,1,3,3,4,3,1,4,3,1,4,4,2,2,1,4,2
32949,3,3,2,4,3,3,3,4,4,3,4,3,4,4,2,4,3,3,2,3,3,3,2,4,3,2,3,4,2,3,4,3,4,3,3,2,2,4,3,2,4,3,2
32950,3,1,3,1,3,3,1,1,3,3,3,1,3,1,1,3,3,3,1,3,2,3,1,3,3,3,3,3,1,3,3,1,1,3,2,1,3,3,1,3,1,1,2
32951,4,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,2,2,1,1,4,2,2,2,1,2,1,2,1,2,2,2,2,1,2
32952,4,3,4,3,4,4,3,3,4,3,4,4,4,4,2,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,2,2
32953,2,1,2,2,3,1,3,1,2,1,4,1,2,1,1,2,3,2,1,3,3,1,1,1,4,1,2,3,2,2,2,1,3,4,2,2,2,2,2,3,1,3,2
32954,2,4,2,4,2,4,2,3,3,1,4,2,2,2,2,2,1,4,2,2,1,2,1,1,1,2,1,2,3,1,2,4,2,1,2,2,2,1,3,4,2,2,2
32955,3,3,2,1,1,4,1,4,1,2,2,2,2,4,1,1,1,3,1,2,1,2,1,1,1,1,2,2,3,4,2,4,2,1,3,3,2,2,3,4,1,2,2
32956,2,1,3,2,2,2,1,2,4,4,4,3,4,4,1,2,4,4,1,3,3,2,1,2,3,4,2,3,4,2,1,4,3,4,4,1,2,2,2,4,2,4,2
32957,3,2,4,2,4,2,1,3,2,3,3,2,4,4,1,4,4,1,3,2,4,1,1,4,1,4,4,1,4,2,4,3,2,4,3,1,4,4,1,2,2,4,1
32958,2,3,1,1,2,4,2,3,3,1,4,1,2,3,2,2,3,3,2,3,2,3,3,2,4,1,3,2,3,1,2,1,4,1,2,3,2,1,3,3,2,3,2
32959,3,4,4,2,4,4,1,1,4,4,4,4,4,4,4,4,4,4,2,1,4,4,1,4,1,4,4,1,1,4,4,4,2,4,4,4,4,4,4,2,4,4,1
32960,3,2,4,4,4,4,3,3,3,4,4,4,4,1,2,4,4,4,3,4,4,4,3,4,3,4,4,4,2,3,4,3,4,4,4,2,3,4,4,4,3,4,2
32961,3,3,2,3,2,3,4,4,4,2,3,4,3,3,2,3,2,2,4,4,2,3,2,3,4,3,4,4,3,3,3,2,4,2,2,3,2,2,3,3,4,3,2
32962,3,3,3,3,4,2,3,3,3,4,3,2,4,2,1,4,3,3,4,2,2,2,1,4,2,3,2,2,3,2,2,4,3,3,3,3,2,2,2,3,3,4,2
32963,2,1,1,2,2,1,1,1,3,2,2,1,2,1,1,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,3,1
32964,4,4,4,2,2,2,4,2,2,4,4,1,4,1,4,4,4,3,1,4,4,3,3,4,4,3,2,2,2,1,2,2,1,4,1,4,4,4,4,4,2,4,2
32965,4,4,4,1,3,4,3,4,4,4,4,4,4,4,2,4,4,2,4,4,4,3,1,4,1,2,4,1,4,4,3,3,3,4,4,3,4,4,2,3,1,3,1
32966,4,3,3,4,3,3,1,4,4,4,3,4,4,2,1,4,4,4,2,2,4,4,1,4,4,4,4,4,3,3,4,3,4,4,4,2,1,1,4,4,2,3,2
32967,3,1,3,1,2,2,3,3,3,4,3,3,4,4,1,2,2,4,1,3,2,4,1,4,1,4,2,2,4,4,2,3,3,3,2,4,2,2,3,2,1,2,2
32968,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,3,4,2,2,2,2,2,3,1,1,2,1,3,2
